"RECNO","TName","Company","Div_LES","Terminal","Status","ChassisNo","CONTAINERNO","LI_NO","QTY_LE","SVCCODE_LE","SVCDESCRIPTION_LE","RATECODE_LE","RATE_LE","CHGAMT_LE","chz_pickup_loc","Shipper_Name","ConsigneeID","Consignee_Name","BilltoID_LES","Billto_Name_LES","Preferred","WorkorderNo","PBI_RefNo","BOL","SSL","PU_Date","PU_Time","Original_SchedDelv","SchedDelv","Original_scheddelvtime","Scheddelvtime","POD_Date","POD_Time","Ingatedate","ReturnTo","CHZ_returnTo","CHZ_ingatedate","RECEIVEDBY","YARDID","LASTFREEDAY","FREEDAYS","LAST_RETURN","Linehaul_Amount","FSC_Amount","Line_Total","ChasFee_Total","EL_Bill_Total","DP_Total","MP_Total","Net_Total","Rel_Date","Billed_Date_LES","Rcvd_Date_LES","CUST_REF"
1909699,"Lineitem","PBI","PBI","MEM","88","TSXZ458819","OOLU9414251",3,28,"YST","YARD STORAGE CHARGES","E",40,1120,"","BNSF MEMPHIS (P486)","TIRFATN","TIRE FACTORY INC","QUARTNY","QUARTZ LOGISTICS (NY) INC.","QUARTNY","OINYC-22010706","","OOLU2690625650","OOC",3/31/2022,"1116",4/27/2022,4/27/2022,"0800","0800",4/27/2022,"0735",4/27/2022,"BNMEM","BNMEM",4/27/2022,"","INTERS",3/28/2022,6,4/7/2022,0,0,0,0,0,0,0,0,2/24/2022,4/29/2022,5/24/2022,""
1909700,"Lineitem","PBI","PBI","MEM","88","TSXZ458897","TCNU1371130",3,16,"YST","YARD STORAGE CHARGES","E",40,640,"","BNSF MEMPHIS (P486)","TFIMTN","TIRE FACTORY INC","QUARTNY","QUARTZ LOGISTICS (NY) INC.","QUARTNY","OINYC-22010706","","OOLU2690625650","OOC",4/7/2022,"1843",4/22/2022,4/22/2022,"0800","0800",4/22/2022,"0735",4/22/2022,"BNMEM","BNMEM",4/22/2022,"","INTERS",4/5/2022,6,4/14/2022,0,0,0,0,0,0,0,0,2/24/2022,4/25/2022,5/24/2022,""
1909701,"Lineitem","PBI","PBI","MEM","88","TSXZ458725","TEMU6023349",3,14,"YST","YARD STORAGE CHARGES","E",40,560,"","BNSF MEMPHIS (P486)","TFIMTN","TIRE FACTORY INC","QUARTNY","QUARTZ LOGISTICS (NY) INC.","QUARTNY","OINYC-22010706","","OOLU2690625650","OOC",3/23/2022,"1429",4/5/2022,4/5/2022,"0800","0800",4/5/2022,"0742",4/5/2022,"INTERMO","BNMEM",4/5/2022,"","INTERS",3/23/2022,6,3/30/2022,0,0,0,0,0,0,0,0,2/24/2022,4/11/2022,5/2/2022,""
1909703,"ELBilling","PBI","PBI","HOU","AC","FLXZ435657","ZCSU7972792",1329,7,"YST","YARD STORAGE CHARGES","E",50,350,"","BAYPORT CONTAINER TERMINAL HOUSTON","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","18482389","","ZIMUSEL200238661","ZIM",3/18/2022,"1552",3/24/2022,3/24/2022,"0800","0800",3/24/2022,"0800",3/25/2022,"BAYPOTX","BAYPOTX",3/25/2022,"","APADFTX",3/19/2022,20,4/6/2022,0,0,0,0,0,0,0,0,2/24/2022,4/22/2022,5/20/2022,""
1909704,"ELBilling","PBI","PBI","HOU","AC","HRGZ657891","TEMU7088513",1330,5,"YST","YARD STORAGE CHARGES","E",50,250,"","BAYPORT CONTAINER TERMINAL HOUSTON","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","18482395","","ZIMUSEL200238661","ZIM",3/18/2022,"1548",3/22/2022,3/22/2022,"0700","0700",3/22/2022,"0700",3/22/2022,"COOPATX","COOPATX",3/22/2022,"","APADFTX",3/19/2022,20,4/6/2022,0,0,0,0,0,0,0,0,2/24/2022,4/22/2022,5/20/2022,""
1909705,"ELBilling","PBI","PBI","HOU","AC","TNPZ446474","ZCSU8585817",1331,7,"YST","YARD STORAGE CHARGES","E",50,350,"","BAYPORT CONTAINER TERMINAL HOUSTON","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","18482405","","ZIMUSEL200238661","ZIM",3/18/2022,"1435",3/24/2022,3/24/2022,"0800","0800",3/24/2022,"0800",3/25/2022,"BAYPOTX","BAYPOTX",3/25/2022,"","APADFTX",3/19/2022,20,4/6/2022,0,0,0,0,0,0,0,0,2/24/2022,4/22/2022,5/20/2022,""
1909706,"ELBilling","PBI","PBI","HOU","AC","TNPZ499136","ZCSU7006675",1332,7,"YST","YARD STORAGE CHARGES","E",50,350,"","BAYPORT CONTAINER TERMINAL HOUSTON","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","18482401","","ZIMUSEL200238661","ZIM",3/18/2022,"1610",3/24/2022,3/24/2022,"0700","0700",3/24/2022,"0638",3/24/2022,"BAYPOTX","BAYPOTX",3/24/2022,"","APADFTX",3/19/2022,20,4/6/2022,0,0,0,0,0,0,0,0,2/24/2022,4/22/2022,5/20/2022,""
1909707,"Lineitem","PBI","PBI","DAL","88","TNPZ453213","GESU5747858",3,6,"YST","YARD STORAGE CHARGES","E",40,240,"","BNSF ALLIANCE (T926)","L2SOK","LENSE 22 SOCIETY","HEPRUTX","Hepta Run Inc","HEPRUTX","250844","","CMDUGGZ1600371","CMA",2/25/2022,"0939",2/28/2022,3/1/2022,"1000","1000",3/1/2022,"0850",3/2/2022,"WWROTTX","UPRRTX",3/2/2022,"","TXSTETX",2/13/2022,4,3/2/2022,0,0,0,0,0,0,0,0,2/24/2022,3/3/2022,3/18/2022,""
1909709,"Lineitem","PBI","PBI","MEM","99","TSXZ483226","UETU5501809",3,2,"YST","YARD STORAGE CHARGES","E",40,80,"","BNSF MEMPHIS (P486)","DLKLAR","DUNLAP & KYLE C/O GATEWAY TIRE","QUARTNY","QUARTZ LOGISTICS (NY) INC.","QUARTNY","OINYC-22010705","","OOLU2691017930","OOC",4/5/2022,"1634",4/6/2022,4/6/2022,"0700","1000",4/6/2022,"0950",4/6/2022,"BNMEM","BNMEM",4/6/2022,"","INTERS",4/5/2022,6,4/12/2022,0,0,0,0,0,0,0,0,2/24/2022,4/7/2022,5/2/2022,""
1909711,"ELBilling","PBI","PBI","ATL","AC","NAPZ800752","ONEU0028792",1431,12,"YST","YARD STORAGE CHARGES","E",35,420,"","NS - NORFOLK AUSTELL (L690)","LOWBEAL","LOWE'S ADC 3468","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0000536","052522-SDS","ONEYLCBB49066600","ONE",3/31/2022,"1832",4/11/2022,4/11/2022,"2359","2359",4/11/2022,"0411",4/27/2022,"STRTURN","STRTURN",4/27/2022,"","PBIGA",4/1/2022,4,4/5/2022,0,0,0,0,0,0,0,0,2/24/2022,5/25/2022,,"14544207"
1909713,"ELBilling","PBI","PBI","CHI","AC","TSXZ663390","APHU6701236",1039,5,"YST","YARD STORAGE CHARGES","E",28,140,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345639","TNAM2246069","SEL1323920","CMA",3/4/2022,"1613",3/8/2022,3/8/2022,"2359","2359",3/8/2022,"1111",3/10/2022,"DELCOIL","DELCOIL",3/10/2022,"LOT S","DELCOIL",3/6/2022,20,3/23/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909719,"ELBilling","PBI","PBI","CHI","AC","TSXZ461350","TCNU3411295",1037,5,"YST","YARD STORAGE CHARGES","E",28,140,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345647","TNAM2246066","SEL1323907","CMA",3/4/2022,"1755",3/8/2022,3/8/2022,"2359","2359",3/8/2022,"1730",3/9/2022,"DELCOIL","DELCOIL",3/9/2022,"LOT S","DELCOIL",3/6/2022,20,3/23/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909720,"ELBilling","PBI","PBI","HOU","AC","TNPZ494944","ZCSU8496303",1333,7,"YST","YARD STORAGE CHARGES","E",50,350,"","BAYPORT CONTAINER TERMINAL HOUSTON","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","18482391","","ZIMUSEL200238661","ZIM",3/18/2022,"1456",3/24/2022,3/24/2022,"0700","0700",3/24/2022,"0700",3/25/2022,"GISHTX","GISHTX",3/25/2022,"","APADFTX",3/19/2022,20,4/6/2022,0,0,0,0,0,0,0,0,2/24/2022,4/22/2022,5/20/2022,""
1909721,"ELBilling","PBI","PBI","HOU","AC","TNPZ490528","ZCSU8738198",1326,5,"YST","YARD STORAGE CHARGES","E",50,250,"","BAYPORT CONTAINER TERMINAL HOUSTON","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","18482393","","ZIMUSEL200238661","ZIM",3/18/2022,"1405",3/22/2022,3/22/2022,"0800","0800",3/22/2022,"0800",3/23/2022,"COOPATX","COOPATX",3/23/2022,"","APADFTX",3/19/2022,20,4/6/2022,0,0,0,0,0,0,0,0,2/24/2022,4/22/2022,5/20/2022,""
1909722,"ELBilling","PBI","PBI","HOU","AC","MSCZ423394","RFCU5055547",1337,6,"YST","YARD STORAGE CHARGES","E",50,300,"","BAYPORT CONTAINER TERMINAL HOUSTON","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","18482399","","ZIMUSEL200238661","ZIM",3/18/2022,"1610",3/23/2022,3/23/2022,"0800","0800",3/23/2022,"0800",3/24/2022,"BAYPOTX","BAYPOTX",3/24/2022,"","APADFTX",3/19/2022,20,4/6/2022,0,0,0,0,0,0,0,0,2/24/2022,4/22/2022,5/20/2022,""
1909723,"ELBilling","PBI","PBI","HOU","AC","TNPZ471603","ZCSU7032720",1338,6,"YST","YARD STORAGE CHARGES","E",50,300,"","BAYPORT CONTAINER TERMINAL HOUSTON","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","18482397","","ZIMUSEL200238661","ZIM",3/18/2022,"1648",3/23/2022,3/23/2022,"0800","0800",3/23/2022,"0800",3/24/2022,"CONGGTX","CONGGTX",3/24/2022,"","APADFTX",3/19/2022,20,4/6/2022,0,0,0,0,0,0,0,0,2/24/2022,4/22/2022,5/20/2022,""
1909724,"ELBilling","PBI","PBI","HOU","AC","TNPZ470489","TCKU7355786",1339,6,"YST","YARD STORAGE CHARGES","E",50,300,"","BAYPORT CONTAINER TERMINAL HOUSTON","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","18482403","","ZIMUSEL200238661","ZIM",3/18/2022,"1546",3/23/2022,3/23/2022,"0700","0700",3/23/2022,"0700",3/23/2022,"COOPATX","COOPATX",3/23/2022,"","APADFTX",3/19/2022,20,4/6/2022,0,0,0,0,0,0,0,0,2/24/2022,4/22/2022,5/20/2022,""
1909725,"ELBilling","PBI","PBI","HOU","AC","TNPZ499034","ZCSU8466567",1339,6,"YST","YARD STORAGE CHARGES","E",50,300,"","BAYPORT CONTAINER TERMINAL HOUSTON","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","18482407","","ZIMUSEL200238661","ZIM",3/18/2022,"1633",3/23/2022,3/23/2022,"0700","0700",3/23/2022,"0700",3/24/2022,"GISHTX","GISHTX",3/24/2022,"","APADFTX",3/19/2022,20,4/6/2022,0,0,0,0,0,0,0,0,2/24/2022,4/22/2022,5/20/2022,""
1909735,"ELBilling","PBI","PBI","CHI","AC","APMZ422871","APHU6538469",1126,4,"YST","YARD STORAGE CHARGES","E",40,160,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345644","TNAM2246067","SEL1323912","CMA",3/5/2022,"1237",3/8/2022,3/8/2022,"2359","2359",3/8/2022,"1111",3/9/2022,"GLO4","GLO4",3/9/2022,"LOT S","DELCOIL",3/6/2022,20,3/24/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909736,"ELBilling","PBI","PBI","CHI","AC","TSXZ491480","FCIU8932618",1124,4,"YST","YARD STORAGE CHARGES","E",40,160,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345646","TNAM2246075","SEL1323934","CMA",3/5/2022,"1125",3/8/2022,3/8/2022,"2359","2359",3/8/2022,"1230",3/9/2022,"DELCOIL","DELCOIL",3/9/2022,"LOT S","DELCOIL",3/6/2022,20,3/24/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909737,"ELBilling","PBI","PBI","CHI","AC","TSXZ495525","TGHU6397079",1127,5,"YST","YARD STORAGE CHARGES","E",28,140,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345645","TNAM2246014","SEL1323933","CMA",3/4/2022,"2106",3/8/2022,3/8/2022,"2359","2359",3/8/2022,"1111",3/9/2022,"DELCOIL","DELCOIL",3/9/2022,"LOT S","DELCOIL",3/6/2022,20,3/23/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909738,"ELBilling","PBI","PBI","CHI","AC","TSXZ637698","BMOU5885509",1128,4,"YST","YARD STORAGE CHARGES","E",40,160,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345737","TNAM2246086","SEL1323947","CMA",3/5/2022,"1313",3/8/2022,3/8/2022,"2359","2359",3/8/2022,"1111",3/11/2022,"DELCOIL","DELCOIL",3/11/2022,"LOT S","DELCOIL",3/6/2022,20,3/24/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909741,"ELBilling","PBI","PBI","CHI","AC","MSCZ400757","CMAU4793946",1039,4,"YST","YARD STORAGE CHARGES","E",28,112,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345744","TNAM2246090","SEL1323952","CMA",3/4/2022,"1909",3/8/2022,3/8/2022,"2359","2359",3/7/2022,"1730",3/13/2022,"DELCOIL","DELCOIL",3/13/2022,"LOT S","DELCOIL",3/6/2022,20,3/23/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909745,"ELBilling","PBI","PBI","CHI","AC","TSXZ452419","CAIU9357808",1124,4,"YST","YARD STORAGE CHARGES","E",40,160,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345752","TNAM2246101","SEL1323956","CMA",3/5/2022,"1516",3/8/2022,3/8/2022,"2359","2359",3/8/2022,"1333",3/9/2022,"DELCOIL","DELCOIL",3/9/2022,"LOT S","DELCOIL",3/6/2022,20,3/24/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909747,"ELBilling","PBI","PBI","CHI","AC","TSXZ462971","CMAU6571167",1120,4,"YST","YARD STORAGE CHARGES","E",40,160,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345754","TNAM2246108","SEL1323970","CMA",3/5/2022,"1602",3/8/2022,3/8/2022,"2359","2359",3/8/2022,"2200",3/10/2022,"DELCOIL","DELCOIL",3/10/2022,"LOT S","DELCOIL",3/6/2022,20,3/24/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909748,"ELBilling","PBI","PBI","CHI","AC","TSXZ624063","TCNU7418066",1119,4,"YST","YARD STORAGE CHARGES","E",40,160,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345755","TNAM2246105","SEL1323965","CMA",3/5/2022,"0910",3/8/2022,3/8/2022,"2359","2359",3/8/2022,"1111",3/10/2022,"DELCOIL","DELCOIL",3/10/2022,"LOT S","DELCOIL",3/6/2022,20,3/24/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909750,"ELBilling","PBI","PBI","CHI","AC","TSXZ621900","CMAU6459007",1121,4,"YST","YARD STORAGE CHARGES","E",40,160,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345791","TNAM2246109","SEL1323975","CMA",3/5/2022,"0817",3/8/2022,3/8/2022,"2359","2359",3/8/2022,"1500",3/12/2022,"DELCOIL","DELCOIL",3/12/2022,"LOT S","DELCOIL",3/6/2022,20,3/24/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909753,"ELBilling","PBI","PBI","CHI","AC","DCHZ411212","TCNU2660647",1122,4,"YST","YARD STORAGE CHARGES","E",40,160,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345830","TNAM2246122","SEL1323999","CMA",3/5/2022,"0746",3/8/2022,3/8/2022,"2359","2359",3/8/2022,"2000",3/9/2022,"DELCOIL","DELCOIL",3/9/2022,"LOT S","DELCOIL",3/6/2022,20,3/24/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909757,"ELBilling","PBI","PBI","CHI","AC","TSXZ415130","FSCU8383395",1038,5,"YST","YARD STORAGE CHARGES","E",28,140,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345840","TNAM2246129","SEL1324002","CMA",3/4/2022,"2017",3/8/2022,3/8/2022,"2359","2359",3/8/2022,"1111",3/8/2022,"GLO4","GLO4",3/8/2022,"LOT S","DELCOIL",3/6/2022,20,3/23/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909760,"ELBilling","PBI","PBI","CHI","AC","TSXZ462289","GESU6082818",1125,3,"YST","YARD STORAGE CHARGES","E",40,120,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345845","TNAM2246133","SEL1324007","CMA",3/5/2022,"0914",3/8/2022,3/8/2022,"2359","2359",3/7/2022,"1730",3/18/2022,"DELCOIL","DELCOIL",3/18/2022,"LOT S","DELCOIL",3/6/2022,20,3/24/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909761,"ELBilling","PBI","PBI","CHI","AC","TSXZ413291","TCLU5107279",1128,4,"YST","YARD STORAGE CHARGES","E",40,160,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345844","TNAM2246137","SEL1324011","CMA",3/5/2022,"1532",3/8/2022,3/8/2022,"2359","2359",3/8/2022,"1230",3/14/2022,"DELCOIL","DELCOIL",3/14/2022,"LOT S","DELCOIL",3/6/2022,20,3/24/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909763,"ELBilling","PBI","PBI","CHI","AC","TSXZ629073","SEGU4317179",1129,3,"YST","YARD STORAGE CHARGES","E",40,120,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345886","TNAM2246144","SEL1324016","CMA",3/5/2022,"1652",3/8/2022,3/8/2022,"2359","2359",3/7/2022,"1730",3/12/2022,"DELCOIL","DELCOIL",3/12/2022,"LOT S","DELCOIL",3/6/2022,20,3/24/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909764,"ELBilling","PBI","PBI","CHI","AC","TSXZ468990","SEKU5879447",1123,5,"YST","YARD STORAGE CHARGES","E",40,200,"","BNSF LPC Logistics Park (H572)","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","WO1345887","TNAM2246149","SEL1324031","CMA",3/5/2022,"1703",3/8/2022,3/9/2022,"2359","2359",3/9/2022,"1700",3/13/2022,"DELCOIL","DELCOIL",3/13/2022,"LOT S","DELCOIL",3/6/2022,20,3/24/2022,0,0,0,0,0,0,0,0,2/24/2022,3/18/2022,4/12/2022,""
1909768,"Lineitem","PBI","PBI","CHI","99","MCHZ401320","TCLU7770341",2,3,"YST","YARD STORAGE CHARGES","E",40,120,"DELCOIL","BNSF LPC Logistics Park (H572)","MEYDIIN","MEYER DISTRIBUTING","QUARTCA","Quartz Logistics Inc.","QUARTCA","OILAX-21120587","","MEDUT5622435","MSC",3/12/2022,"1140",3/14/2022,3/14/2022,"0800","0800",3/14/2022,"0900",3/14/2022,"STRTURN","STRTURN",3/14/2022,"LOT C","DELCOIL",3/12/2022,4,3/16/2022,0,0,0,0,0,0,0,0,2/24/2022,3/25/2022,4/22/2022,""
1909769,"Lineitem","PBI","PBI","CHI","99","DCLZ416790","MEDU9416769",2,2,"YST","YARD STORAGE CHARGES","E",40,80,"","BNSF LPC Logistics Park (H572)","MEYDIIN","MEYER DISTRIBUTING","QUARTCA","Quartz Logistics Inc.","QUARTCA","OILAX-21120647","","MEDUT5622476","MSC",3/16/2022,"0952",3/17/2022,3/17/2022,"1000","1000",3/17/2022,"1005",3/18/2022,"BNLPCIL","BNLPCIL",3/18/2022,"LOT S","DELCOIL",3/14/2022,4,3/21/2022,0,0,0,0,0,0,0,0,2/24/2022,3/25/2022,4/22/2022,""
1909772,"Lineitem","PBI","PBI","CHI","99","DCNZ205786","CBHU5805864",4,3,"YST","YARD STORAGE CHARGES","E",40,120,"","BNSF LPC Logistics Park (H572)","SETPIA","SETANESS PRODUCT","OLUSANY","OL USA LLC","OLUSANY","CHOLX220849","","","COS",3/16/2022,"0720",3/3/2022,3/16/2022,"1200","0900",3/16/2022,"1000",3/18/2022,"BNLPCIL","BNLPCIL",3/18/2022,"","",,3,3/18/2022,0,0,0,0,0,0,0,0,2/24/2022,3/25/2022,4/27/2022,""
1909796,"Lineitem","PBI","PBI","CHI","99","DCNZ698366","SEKU4352317",3,2,"YST","YARD STORAGE CHARGES","E",40,80,"","BNSF LPC Logistics Park (H572)","TRENDSI","TRENDS INTERNATIONAL","PEGASTX","PEGASUS LOGISTICS GROUP","PEGASTX","S00209737","","COSU6886580380","COS",3/23/2022,"1206",3/24/2022,3/24/2022,"0715","0715",3/24/2022,"0930",3/24/2022,"DELCOIL","DELCOIL",3/24/2022,"LOT S","DELCOIL",3/23/2022,3,3/25/2022,0,0,0,0,0,0,0,0,2/25/2022,4/4/2022,4/11/2022,""
1909798,"Lineitem","PBI","PBI","SAV","99","TRZZ202771","TCKU2614230",3,3,"YST","YARD STORAGE CHARGES","E",40,120,"","Georgia Ports Authority (L738)","COSTAGA","COSTCO DEPOT #262","OECSCA","OEC GROUP (LAX)","OECSCA","NBOOI217097","","CMDUNBYE086496","CMA",3/12/2022,"1408",3/14/2022,3/14/2022,"0600","0600",3/14/2022,"0623",3/15/2022,"GAPORT","GAPORT",3/15/2022,"","OTDLOGA",3/12/2022,4,3/16/2022,0,0,0,0,0,0,0,0,2/25/2022,3/21/2022,4/28/2022,""
1909810,"Lineitem","PBI","PBI","MEM","83","TLXZ457108","CMAU4036217",3,9,"YST","YARD STORAGE CHARGES","E",50,450,"","BNSF MEMPHIS (P486)","FXIICMS","FXI INNOCOR INC (COLDWATER)","HECNY","Hecny Transportation(USA) Inc.","HECNY","NSHA22011748","LN263868","CMDUCNHC023143","CMA",6/6/2022,"1814",6/14/2022,6/14/2022,"1100","0700",,"",,"","",,"","INTERS",5/29/2022,4,6/9/2022,0,0,0,0,0,0,0,0,2/25/2022,,,""
1909811,"Lineitem","PBI","PBI","MEM","88","TAXZ488923","CMAU4651181",3,17,"YST","YARD STORAGE CHARGES","E",40,680,"","BNSF MEMPHIS (P486)","FXIICMS","FXI INNOCOR INC (COLDWATER)","HECNY","Hecny Transportation(USA) Inc.","HECNY","NSHA22011748","LN263868","CMDUCNHC023143","CMA",5/11/2022,"1700",5/26/2022,5/27/2022,"0700","1100",5/27/2022,"1100",6/2/2022,"UPAR","UPAR",6/2/2022,"","INTERS",5/9/2022,4,5/16/2022,0,0,0,0,0,0,0,0,2/25/2022,,,""
1909812,"Lineitem","PBI","PBI","MEM","88","MCHZ400569","CMAU4690927",3,12,"YST","YARD STORAGE CHARGES","E",50,600,"","BNSF MEMPHIS (P486)","FXIICMS","FXI INNOCOR INC (COLDWATER)","HECNY","Hecny Transportation(USA) Inc.","HECNY","NSHA22011748","LN263868","CMDUCNHC023143","CMA",5/27/2022,"1625",6/7/2022,6/7/2022,"1100","1100",6/7/2022,"1525",6/8/2022,"UPAR","UPAR",6/8/2022,"","INTERS",5/23/2022,4,6/1/2022,0,0,0,0,0,0,0,0,2/25/2022,,,""
1909813,"Lineitem","PBI","PBI","MEM","85","NAPZ194743","CMAU7408112",3,14,"YST","YARD STORAGE CHARGES","E",50,700,"","BNSF MEMPHIS (P486)","FXIICMS","FXI INNOCOR INC (COLDWATER)","HECNY","Hecny Transportation(USA) Inc.","HECNY","NSHA22011748","LN263868","CMDUCNHC023143","CMA",5/27/2022,"1639",6/9/2022,6/9/2022,"1100","1100",,"XXDT",,"","",,"","INTERS",5/24/2022,4,6/1/2022,0,0,0,0,0,0,0,0,2/25/2022,,,""
1909814,"Lineitem","PBI","PBI","MEM","88","CCPZ415140","GESU5905059",3,21,"YST","YARD STORAGE CHARGES","E",40,840,"","BNSF MEMPHIS (P486)","FXIICMS","FXI INNOCOR INC (COLDWATER)","HECNY","Hecny Transportation(USA) Inc.","HECNY","NSHA22011748","LN263868","CMDUCNHC023143","CMA",5/11/2022,"1631",5/27/2022,5/31/2022,"0700","1100",5/31/2022,"1058",6/1/2022,"LANPORT","UPAR",6/1/2022,"","INTERS",5/10/2022,4,5/16/2022,0,0,0,0,0,0,0,0,2/25/2022,6/8/2022,,""
1909815,"Lineitem","PBI","PBI","MEM","31","MCHZ400435","TCNU7300221",3,2,"YST","YARD STORAGE CHARGES","E",50,100,"","BNSF MEMPHIS (P486)","FXIICMS","FXI INNOCOR INC (COLDWATER)","HECNY","Hecny Transportation(USA) Inc.","HECNY","NSHA22011748","LN263868","CMDUCNHC023143","CMA",6/7/2022,"1750",6/8/2022,6/8/2022,"1100","1100",6/8/2022,"1057",,"","",,"","INTERS",5/23/2022,4,6/10/2022,0,0,0,0,0,0,0,0,2/25/2022,,,""
1909816,"Lineitem","PBI","PBI","DAL","88","TSFZ500290","PLYU100012",2,5,"YST","YARD STORAGE CHARGES","E",40,200,"","BNSF ALLIANCE (T926)","QUDCTX9","Quaker DC","PEPSITX","PEPSI LOGISTICS COMPANY INC.","PEPSITX","1784331","","","PEP",3/4/2022,"1731",3/2/2022,3/8/2022,"0800","0630",3/8/2022,"0600",3/8/2022,"BNSFATX","BNSFATX",3/8/2022,"","TXSTETX",,4,3/9/2022,0,0,0,0,0,0,0,0,2/25/2022,3/15/2022,4/7/2022,""
